"","id","host_is_superhost","neighbourhood_group_cleansed","latitude","longitude","property_type","room_type","accommodates","bathrooms","bedrooms","beds","price","security_deposit","cleaning_fee","guests_included","availability_365","number_of_reviews","instant_bookable","review_scores_rating"
"205",9028447,"f","Queen Anne",47.6395008262331,-122.343303887735,"Apartment","Entire home/apt",2,1,1,1,100,0,0,1,365,1,"f",96
"206",757840,"t","Queen Anne",47.6315263596267,-122.35628277607,"House","Entire home/apt",6,2.5,3,4,250,500,100,1,303,98,"f",98
"207",8848403,"f","Queen Anne",47.6401771691717,-122.346522635142,"Apartment","Shared room",2,1,1,1,39,0,0,1,365,2,"f",100
"208",7430926,"f","Queen Anne",47.6429050308455,-122.346704990781,"Apartment","Entire home/apt",4,1,1,1,69,150,55,3,311,28,"t",90
"209",7021544,"f","Queen Anne",47.6407555742194,-122.342876564197,"Apartment","Entire home/apt",4,1,1,2,145,350,60,4,112,17,"f",91
"210",1323446,"t","Queen Anne",47.6354445588217,-122.355516604871,"Apartment","Entire home/apt",5,1,1,4,98,300,10,2,326,139,"f",97
"211",3925573,"f","Queen Anne",47.6426971716426,-122.343691143272,"Apartment","Entire home/apt",4,1,1,1,130,150,25,1,2,5,"f",100
"212",8723086,"f","Queen Anne",47.6389230095673,-122.342826870284,"Apartment","Entire home/apt",4,1,1,2,85,0,0,0,201,15,"f",96
"213",781474,"f","Queen Anne",47.6429121124645,-122.344683319952,"Other","Entire home/apt",1,1,1,1,85,0,15,1,89,1,"f",90
"214",9812439,"f","Queen Anne",47.639345860061,-122.343132351614,"Apartment","Entire home/apt",4,1,1,2,73,350,60,1,77,0,"f",96
"215",3401644,"f","Queen Anne",47.6350729292604,-122.35459413199,"Apartment","Entire home/apt",4,1,1,2,150,150,25,4,20,5,"f",88
"216",10036903,"f","Queen Anne",47.6285735542828,-122.355909156972,"Apartment","Entire home/apt",3,1,1,1,85,0,0,1,111,0,"f",96
"217",5310193,"f","Queen Anne",47.6379382581944,-122.350725648568,"House","Entire home/apt",6,2,3,3,190,500,100,1,128,3,"f",93
"218",5308875,"t","Queen Anne",47.6293093081336,-122.344136234765,"Apartment","Entire home/apt",2,1,1,1,68,200,50,1,320,17,"f",94
"219",5052459,"t","Queen Anne",47.6305064034146,-122.345022069332,"Apartment","Entire home/apt",2,1.5,1,1,149,100,60,2,157,31,"f",96
"220",7228499,"f","Queen Anne",47.6302139972657,-122.34761508911,"House","Entire home/apt",10,2,2,5,349,0,100,1,152,34,"t",92
"221",7651653,"f","Queen Anne",47.629548163093,-122.346596567603,"Apartment","Entire home/apt",2,1,1,1,105,750,100,1,131,1,"f",100
"222",1494986,"t","Queen Anne",47.6337667007883,-122.344615412362,"Apartment","Entire home/apt",4,1.5,1,2,145,500,90,2,324,10,"t",100
"223",1783382,"f","Queen Anne",47.6344416386719,-122.343784147235,"Apartment","Entire home/apt",2,1,1,1,150,200,40,1,352,15,"f",98
"224",7513198,"f","Queen Anne",47.6321191288508,-122.346819254911,"Apartment","Entire home/apt",4,2,2,1,275,0,75,3,139,1,"f",100
"225",8308316,"f","Queen Anne",47.6304346517544,-122.350171165064,"Apartment","Entire home/apt",4,1,2,3,165,0,75,1,294,7,"t",97
"226",9694921,"f","Queen Anne",47.6384068361242,-122.344077004883,"House","Entire home/apt",5,2,3,3,196,300,65,5,47,1,"f",100
"227",2472850,"f","Queen Anne",47.6290038723405,-122.343823348313,"Apartment","Entire home/apt",4,1,1,2,195,100,35,1,365,28,"f",82
"228",5487522,"f","Queen Anne",47.6393586675371,-122.344028748977,"Apartment","Entire home/apt",4,2,2,2,200,95,0,2,89,7,"f",89
"229",4016650,"t","Queen Anne",47.6401197207507,-122.34452981345,"House","Private room",2,1.5,1,1,90,125,30,1,88,36,"f",97
"230",10229434,"f","Queen Anne",47.6381577775688,-122.344157408582,"Apartment","Entire home/apt",4,1,1,1,100,0,0,1,362,0,"f",96
"231",3479241,"f","Queen Anne",47.6398716211059,-122.341834461866,"Apartment","Private room",2,1,1,1,125,0,30,1,317,16,"t",92
"232",5848400,"f","Queen Anne",47.6321452337197,-122.350648691117,"House","Entire home/apt",8,1.5,3,5,250,0,264,1,301,4,"f",90
"233",6077760,"t","Queen Anne",47.6345326242001,-122.343790099962,"House","Private room",2,1.5,1,1,130,100,50,1,359,23,"t",98
"234",4642956,"f","Queen Anne",47.6299474332777,-122.351387967339,"Apartment","Entire home/apt",2,1,1,1,209,200,90,2,365,1,"f",100
"235",1167507,"t","Queen Anne",47.6319214282471,-122.348520254836,"Apartment","Entire home/apt",4,1,1,2,110,150,50,2,336,61,"f",97
"236",6044106,"f","Queen Anne",47.6415427622578,-122.344661243268,"Apartment","Entire home/apt",4,1,1,2,90,350,60,0,84,50,"t",96
"237",1799255,"f","Queen Anne",47.6381290280144,-122.352374034165,"House","Private room",2,1,1,1,90,0,0,1,362,55,"f",97
"238",8941768,"f","Queen Anne",47.6327998798494,-122.346557900245,"Apartment","Entire home/apt",2,1,1,1,130,0,0,2,348,1,"f",100
"239",6569950,"f","Queen Anne",47.630826689711,-122.35622983327,"Apartment","Entire home/apt",2,1,1,1,175,0,0,1,196,1,"t",100
"240",7733192,"t","Queen Anne",47.6327563989996,-122.346986518763,"House","Entire home/apt",8,3.5,3,3,749,0,199,4,359,12,"f",100
"241",9215782,"f","Queen Anne",47.628464839125,-122.346548089403,"Apartment","Entire home/apt",4,2,2,2,115,0,35,1,3,2,"f",100
"242",5175631,"t","Queen Anne",47.6423691725736,-122.344086447622,"Apartment","Entire home/apt",4,1.5,2,2,165,200,55,2,347,26,"f",98
"243",6315614,"f","Queen Anne",47.6293876955458,-122.345924668672,"Apartment","Entire home/apt",4,1,1,2,109,0,0,1,216,0,"f",96
"244",9134193,"f","Queen Anne",47.6368550338699,-122.356873462237,"Apartment","Entire home/apt",2,1,0,1,80,0,0,1,43,1,"f",100
"245",2481189,"t","Queen Anne",47.6363028505642,-122.347827108667,"House","Entire home/apt",6,2,3,4,285,300,150,1,332,53,"f",96
"246",8535897,"f","Queen Anne",47.6332140445307,-122.354939796971,"House","Private room",2,1,1,1,80,0,10,2,162,13,"f",100
"247",9476826,"f","Queen Anne",47.6294311046409,-122.345293725639,"Apartment","Private room",1,1,1,1,75,0,0,1,365,0,"f",96
"248",3144311,"f","Queen Anne",47.637705845571,-122.343987763492,"Apartment","Entire home/apt",2,1,1,1,68,100,100,2,307,4,"f",95
"249",9370007,"f","Queen Anne",47.62917175156,-122.347478694306,"Apartment","Entire home/apt",2,1,1,1,85,150,60,2,309,0,"t",96
"250",6781308,"t","Queen Anne",47.6421918567159,-122.346430337146,"Apartment","Entire home/apt",4,1,1,2,125,300,55,1,57,32,"t",97
"251",160222,"f","Queen Anne",47.6403460622069,-122.34208824893,"Apartment","Entire home/apt",2,1,1,1,110,800,100,2,270,53,"f",93
"252",4250367,"f","Queen Anne",47.6290514654494,-122.350989312488,"House","Entire home/apt",7,4,3,3,600,0,175,1,365,8,"f",100
"253",8755479,"f","Queen Anne",47.6298343737372,-122.346872164977,"Apartment","Entire home/apt",4,2,2,2,235,0,45,2,360,2,"f",100
"254",8829156,"f","Queen Anne",47.6405155257972,-122.344504027271,"Apartment","Entire home/apt",4,1,1,2,75,0,20,3,82,7,"f",100
"255",5126077,"f","Queen Anne",47.6300039730204,-122.345120252106,"Apartment","Private room",2,1,1,1,95,0,25,1,365,1,"f",80
"256",6108796,"f","Queen Anne",47.6410395770641,-122.344403793211,"Apartment","Entire home/apt",4,1,1,2,103,350,60,4,85,49,"f",95
"257",2692126,"f","Queen Anne",47.6311124157723,-122.343964246193,"Apartment","Entire home/apt",2,1,1,1,120,350,60,2,93,59,"f",98
"258",6882211,"f","Queen Anne",47.6404680379541,-122.355763744871,"House","Entire home/apt",2,1,1,1,95,200,50,1,124,0,"f",96
"259",9573675,"f","Queen Anne",47.6395389155846,-122.344847508294,"Apartment","Entire home/apt",5,2.5,2,2,143,0,100,0,365,0,"f",96
"260",3544953,"t","Queen Anne",47.6407111127444,-122.346317929582,"Apartment","Private room",2,1,1,1,99,0,20,2,365,18,"f",97
"261",2020505,"t","Queen Anne",47.64145197176,-122.352884814609,"House","Entire home/apt",2,1,1,1,142,0,40,1,156,63,"f",99
"262",5580457,"f","Queen Anne",47.6438748274146,-122.346144330375,"Apartment","Entire home/apt",2,1,1,2,150,0,25,2,179,16,"f",93
"263",1495271,"f","Queen Anne",47.6391146790346,-122.354298623715,"House","Entire home/apt",6,2,3,3,295,0,110,1,5,4,"f",95
"264",8455865,"f","Queen Anne",47.6403233248524,-122.349386281241,"House","Entire home/apt",6,3.5,4,4,335,500,125,1,233,3,"f",100
"265",9679300,"f","Queen Anne",47.6296374324005,-122.356169103457,"Apartment","Private room",2,1,1,1,60,0,0,1,362,0,"f",96
"266",6065566,"f","Queen Anne",47.6370375885167,-122.353111033625,"House","Entire home/apt",6,1.5,3,3,250,500,75,4,234,2,"f",100
"267",4645208,"t","Queen Anne",47.6339491196019,-122.349691134113,"House","Entire home/apt",8,3,4,5,499,499,200,8,360,14,"f",99
"268",6115807,"f","Queen Anne",47.6378675168063,-122.353064497409,"House","Entire home/apt",8,2,3,4,350,300,155,7,160,9,"f",96
"269",7091397,"f","Queen Anne",47.6373655271738,-122.352343977917,"House","Entire home/apt",3,1,1,2,156,300,25,2,364,11,"f",98
"270",6134153,"f","Queen Anne",47.6378475375646,-122.353586890211,"Apartment","Entire home/apt",4,1,2,3,200,100,111,4,159,11,"f",91
"271",7763878,"f","Queen Anne",47.6318006569406,-122.355997656813,"Apartment","Entire home/apt",4,2,2,2,180,100,30,3,365,1,"f",100
"272",8088447,"f","Queen Anne",47.638313716234,-122.342931209799,"Apartment","Entire home/apt",3,1,1,1,103,0,0,1,93,1,"f",100
"273",3418349,"f","Queen Anne",47.628336410983,-122.346333518178,"Apartment","Entire home/apt",2,1,1,1,99,100,0,1,102,115,"t",94
"274",9199982,"f","Queen Anne",47.6400788918683,-122.345241526187,"Apartment","Entire home/apt",3,1,1,1,94,100,40,1,177,6,"f",87
"275",6400000,"f","Queen Anne",47.638925421559,-122.356288232385,"Apartment","Entire home/apt",4,1,1,1,160,100,72,0,155,10,"f",92
"276",6776229,"t","Queen Anne",47.640017463211,-122.345129625762,"Apartment","Entire home/apt",4,1,1,2,129,300,60,1,62,21,"t",96
"277",7627794,"f","Queen Anne",47.6387904285113,-122.341579005168,"Apartment","Entire home/apt",4,1,1,2,219,0,90,2,68,5,"f",96
"278",8374102,"f","Queen Anne",47.6291953071005,-122.348034488371,"Apartment","Entire home/apt",4,1,1,1,91,150,60,2,342,5,"t",92
"279",6316934,"f","Queen Anne",47.6393371016269,-122.344291370323,"Apartment","Entire home/apt",4,1,1,2,75,350,60,4,44,53,"f",95
"280",1820794,"t","Queen Anne",47.6303329213174,-122.347626924165,"Apartment","Entire home/apt",2,1,0,1,99,0,0,2,231,106,"f",99
"281",314180,"t","Other neighborhoods",47.6538610120419,-122.338496520996,"House","Entire home/apt",5,1.5,3,3,300,500,95,5,132,24,"f",100
"282",8670079,"f","Other neighborhoods",47.6677299917318,-122.326872700124,"House","Entire home/apt",5,2,3,3,150,0,100,1,69,0,"f",96
"283",4868135,"f","Other neighborhoods",47.6614406534333,-122.343952961867,"Apartment","Entire home/apt",6,1,2,3,149,300,105,1,364,11,"f",96
"284",5336585,"f","Other neighborhoods",47.661669033175,-122.333743062361,"Apartment","Entire home/apt",2,1,0,1,75,0,0,1,300,1,"f",96
"285",1427103,"f","Other neighborhoods",47.653172159612,-122.337299389304,"Apartment","Entire home/apt",3,1,1,2,95,150,40,3,341,79,"f",95
"286",3518808,"f","Other neighborhoods",47.664586644814,-122.33305766787,"Apartment","Entire home/apt",2,1,1,1,100,0,0,1,343,52,"f",97
"287",8995844,"f","Other neighborhoods",47.6640709841764,-122.335379362027,"House","Entire home/apt",6,2,3,2,250,0,0,1,46,1,"f",100
"288",356566,"t","Other neighborhoods",47.6538985573215,-122.338069193934,"House","Private room",2,2,1,1,105,500,50,1,347,13,"f",100
"289",6466388,"f","Other neighborhoods",47.6709493906751,-122.324740467364,"House","Private room",2,1,1,1,74,100,15,1,277,20,"f",87
"290",4531944,"t","Other neighborhoods",47.6661827355946,-122.334610631694,"House","Entire home/apt",2,1,1,1,140,250,65,1,342,30,"f",99
"291",6686072,"t","Other neighborhoods",47.671502632801,-122.327890640191,"Apartment","Entire home/apt",4,1,1,1,130,350,50,2,254,14,"f",97
"292",4384343,"f","Other neighborhoods",47.6654674331831,-122.323573729329,"Apartment","Entire home/apt",2,1,1,1,110,100,40,1,337,27,"f",96
"293",7900056,"f","Other neighborhoods",47.666984901253,-122.339402178766,"House","Entire home/apt",8,2,4,4,199,350,160,4,359,5,"f",84
"294",6378563,"f","Other neighborhoods",47.653738052661,-122.338980233423,"House","Entire home/apt",6,1.5,2,3,209,300,95,1,262,5,"t",96
"295",5630783,"t","Other neighborhoods",47.6689567909942,-122.337782547129,"House","Entire home/apt",4,1,0,2,100,100,50,2,157,28,"f",97
"296",340706,"f","Other neighborhoods",47.6558849376741,-122.332135968855,"Apartment","Entire home/apt",4,1,1,1,110,100,30,2,153,97,"f",96
"297",6202214,"f","Other neighborhoods",47.6516361893675,-122.338621819448,"Apartment","Entire home/apt",2,1,1,2,104,250,50,2,152,15,"f",96
"298",1030411,"f","Other neighborhoods",47.6654020311721,-122.339386916773,"House","Entire home/apt",4,2,2,2,200,0,100,1,0,3,"f",100
"299",7922373,"f","Other neighborhoods",47.6536162526369,-122.332559749684,"House","Entire home/apt",4,1,0,2,99,0,35,2,179,1,"f",100
"300",6156470,"t","Other neighborhoods",47.6647442181698,-122.338173768648,"House","Private room",2,1,1,1,90,0,13,1,362,43,"t",97
"301",2994309,"t","Other neighborhoods",47.6658556433007,-122.322690670373,"Apartment","Entire home/apt",6,1,2,3,135,200,30,2,344,71,"f",97
"302",1594328,"f","Other neighborhoods",47.6563551517377,-122.338103722511,"House","Entire home/apt",6,1,2,3,122,100,50,4,84,9,"f",96
"303",8072920,"f","Other neighborhoods",47.6601466820519,-122.341530267944,"Apartment","Entire home/apt",2,1,0,1,80,0,40,1,130,3,"t",93
"304",6915487,"f","Other neighborhoods",47.6669201460153,-122.338794161484,"House","Entire home/apt",4,1,2,2,158,150,65,2,304,1,"f",80
"305",6202603,"f","Other neighborhoods",47.6515861757411,-122.339902706247,"Apartment","Entire home/apt",4,1,1,1,90,0,10,2,365,11,"f",92
"306",5286781,"f","Other neighborhoods",47.6559552940055,-122.332155398043,"Apartment","Entire home/apt",3,1,1,2,100,0,0,1,86,1,"f",100
"307",2818420,"f","Other neighborhoods",47.659911781579,-122.337686055539,"House","Entire home/apt",4,1,1,2,89,300,90,2,365,4,"f",95
"308",3739681,"f","Other neighborhoods",47.6610315906086,-122.335164071662,"House","Entire home/apt",4,1,2,2,125,100,50,4,275,12,"f",93
"309",7922063,"f","Other neighborhoods",47.6683631215144,-122.338886941461,"Apartment","Shared room",2,1,1,1,42,0,0,1,89,1,"f",100
"310",611509,"t","Other neighborhoods",47.6636953872074,-122.336225180991,"House","Private room",2,1,1,1,65,200,40,1,216,61,"f",97
"311",1802663,"f","Other neighborhoods",47.6561190607806,-122.339031530179,"House","Entire home/apt",4,1,1,2,100,95,40,2,343,49,"f",94
"312",9797545,"f","Other neighborhoods",47.6612829477127,-122.32683595803,"House","Private room",1,1,1,1,40,0,15,1,310,0,"f",96
"313",9241055,"f","Other neighborhoods",47.6610731250929,-122.333498101165,"House","Entire home/apt",6,1,3,3,185,200,0,4,35,0,"f",96
"314",9294832,"f","Other neighborhoods",47.6698022429967,-122.33853950847,"Apartment","Private room",2,1,1,2,40,0,35,1,351,4,"f",95
"315",8643209,"f","Other neighborhoods",47.6558966497027,-122.326534640936,"Apartment","Private room",2,1.5,1,1,70,0,20,1,365,4,"f",100
"316",7258811,"f","Other neighborhoods",47.6508583767503,-122.331337787077,"House","Shared room",1,1,1,1,40,350,35,1,365,0,"f",96
"317",10265391,"f","Other neighborhoods",47.6615033863742,-122.33425704669,"Apartment","Entire home/apt",2,1,1,1,70,0,0,1,362,0,"f",96
"318",132120,"f","Other neighborhoods",47.6692278093937,-122.335173722518,"Apartment","Entire home/apt",4,1,1,1,110,0,40,1,365,35,"f",94
"319",6343866,"t","Other neighborhoods",47.6641474543207,-122.334249537218,"Apartment","Entire home/apt",4,1,2,3,99,400,100,1,363,10,"f",96
"320",3066740,"f","Other neighborhoods",47.6485721745071,-122.340759108154,"Other","Entire home/apt",6,3,3,3,680,0,275,6,331,6,"t",100
"321",4130112,"f","Other neighborhoods",47.6570709785138,-122.323880105495,"House","Entire home/apt",6,1.5,3,4,195,0,75,5,170,2,"f",100
"322",4026757,"t","Other neighborhoods",47.667350936119,-122.339922799979,"House","Private room",2,2,1,1,55,0,25,1,365,86,"t",97
"323",9545281,"f","Other neighborhoods",47.6624317565193,-122.34679235102,"Apartment","Entire home/apt",2,1,1,1,90,0,0,1,20,0,"f",96
"324",3294804,"f","Other neighborhoods",47.6508909185423,-122.333534419216,"Apartment","Entire home/apt",4,1,1,1,119,0,50,2,353,17,"f",92
"325",4122325,"t","Other neighborhoods",47.67206214826,-122.324928263551,"House","Entire home/apt",5,2,3,3,175,100,0,5,0,26,"f",99
"326",8308353,"t","Other neighborhoods",47.6521597599244,-122.339430118023,"House","Private room",2,1,1,1,65,0,0,1,61,7,"f",100
"327",7226013,"f","Other neighborhoods",47.6622893979063,-122.346090051608,"Apartment","Private room",2,1,1,1,75,0,0,1,360,11,"f",93
"328",5761290,"f","Other neighborhoods",47.6666893908514,-122.339271204057,"House","Entire home/apt",4,1,2,2,126,350,65,2,364,12,"f",95
"329",182716,"f","Other neighborhoods",47.6666711035889,-122.332601749619,"House","Private room",2,1,1,1,70,300,0,1,63,63,"f",99
"330",3050140,"t","Other neighborhoods",47.6706592163842,-122.335961883701,"Apartment","Entire home/apt",2,1,1,1,90,100,50,2,262,54,"f",100
"331",3254956,"f","Other neighborhoods",47.6543064001878,-122.330226222073,"Apartment","Entire home/apt",2,1,1,1,129,0,60,1,365,28,"f",87
"332",1264287,"f","Other neighborhoods",47.6594004145935,-122.324507122764,"House","Entire home/apt",12,2,5,6,225,700,0,4,293,29,"f",92
"333",3404557,"f","Other neighborhoods",47.649708201034,-122.331015273881,"House","Shared room",1,1,1,1,40,350,35,1,364,6,"f",93
"334",3939683,"f","Other neighborhoods",47.6509338347498,-122.331325808338,"House","Shared room",1,1,1,1,50,350,28,2,364,1,"f",100
"335",3424242,"f","Other neighborhoods",47.6509725096166,-122.330884173026,"House","Shared room",1,1,1,1,40,350,35,1,365,7,"f",94
"336",7985714,"f","Other neighborhoods",47.6500238671533,-122.332803061834,"House","Shared room",1,1,1,1,40,350,35,1,365,1,"f",80
"337",4279876,"t","Other neighborhoods",47.6618227961864,-122.329300665813,"Apartment","Entire home/apt",4,1,2,2,95,400,0,2,111,64,"f",97
"338",3870253,"f","Other neighborhoods",47.6614049396629,-122.345472173956,"Apartment","Entire home/apt",6,1,2,4,175,0,0,1,178,39,"f",97
"339",2187563,"f","Other neighborhoods",47.6573619150349,-122.327624925746,"House","Entire home/apt",6,1,2,4,160,400,90,2,365,37,"t",93
"340",3889299,"f","Other neighborhoods",47.6498541190164,-122.330684792571,"House","Shared room",1,1,1,1,40,350,35,1,365,2,"f",90
"341",3889330,"f","Other neighborhoods",47.6512939217661,-122.331031784517,"House","Shared room",1,1,1,1,40,350,35,1,364,0,"f",96
"342",1184846,"t","Other neighborhoods",47.6498306111213,-122.334331356761,"Apartment","Entire home/apt",2,1,1,1,120,100,0,1,361,32,"f",96
"343",3626162,"t","Other neighborhoods",47.6594512101036,-122.329136670017,"House","Entire home/apt",4,1,1,2,66,0,70,2,270,33,"f",96
"344",456040,"f","Other neighborhoods",47.6694790578945,-122.329441493873,"House","Private room",2,1,1,1,55,0,0,1,347,207,"f",96
"345",9033154,"f","Other neighborhoods",47.660979444896,-122.333482979526,"House","Entire home/apt",7,3,4,5,350,350,90,1,48,0,"f",96
"346",4340838,"t","Other neighborhoods",47.6684677716729,-122.32669580302,"House","Entire home/apt",2,1,0,1,85,0,20,1,357,37,"f",98
"347",808811,"f","Other neighborhoods",47.665213571557,-122.336752958482,"House","Entire home/apt",6,1,2,3,175,0,50,2,365,45,"f",90
"348",7368030,"f","Other neighborhoods",47.6611647788438,-122.336846274036,"Apartment","Entire home/apt",2,1,1,1,105,0,0,1,146,1,"f",80
"349",522287,"f","Other neighborhoods",47.6509865642865,-122.341704821458,"House","Private room",3,1,1,3,55,0,10,1,86,203,"f",95
"350",1940787,"f","Other neighborhoods",47.6551285829351,-122.335288204223,"House","Entire home/apt",5,1,2,2,150,300,75,6,169,6,"f",97
"351",3732103,"f","Other neighborhoods",47.6502111876079,-122.33203477904,"House","Shared room",1,1,1,1,40,350,35,1,365,6,"f",93
"352",43373,"f","Other neighborhoods",47.6505515558955,-122.330588662466,"House","Private room",2,2,1,2,59,0,15,1,338,182,"f",93
"353",5126365,"f","Other neighborhoods",47.66286984193,-122.324890091991,"House","Private room",2,1,1,1,80,0,30,1,365,3,"f",73
"354",7182584,"f","Other neighborhoods",47.666596240935,-122.337912313612,"House","Entire home/apt",5,1,2,3,200,0,40,4,251,3,"f",80
